"10033","Help Morris Clinic","Diagnostic and Treatment Center Extension Clinic","285 East 171st Street",,"Bronx","New York","10452","7094","Bronx",+0040.838911,-0073.910226
"10034","Open Door Family Medical Center, Inc.","Diagnostic and Treatment Center Extension Clinic","689 Mamaroneck Avenue",,"Mamaroneck","New York","10543","59","Westchester",+0040.955406,-0073.738368
"10035","PS 217","School Based Hospital Extension Clinic","1100 Newkirk Ave",,"Brooklyn","New York","11230","7095","Kings",+0040.633968,-0073.966389
"10036","UR Medicine Primary Care - Bushnell's Basin","Hospital Extension Clinic","167 Sully's Trail",,"Pittsford","New York","14534","27","Monroe",+0043.057107,-0077.466759
"10037","Mary Imogene Bassett Hospital Mobile Mammography Van","Mobile Hospital Extension Clinic","1 Atwell Road",,"Cooperstown","New York","13326","38","Otsego",+0042.695487,-0074.923539
"10038","X148 Charles Drew Educational Campus","School Based Diagnostic and Treatment Center Extension Clinic","3630 Third Ave",,"Bronx","New York","10456","7094","Bronx",+0040.833504,-0073.904429
"10039","Century Medical and Dental Center","Diagnostic and Treatment Center Extension Clinic","770 Flatbush Avenue",,"Brooklyn","New York","11226","7095","Kings",+0040.654026,-0073.959953
"10040","Healthcare Choices NY, Inc.","Diagnostic and Treatment Center Extension Clinic","179 Jamaica Avenue",,"Brooklyn","New York","11207","7095","Kings",+0040.679998,-0073.894158
"10041","North Country Family Health Center - Evans Mills","Diagnostic and Treatment Center Extension Clinic","26908 Independence Way - Suite 202",,"Evans Mills","New York","13637","22","Jefferson",+0044.054933,-0075.831069
"10042","Melrose Dialysis","Diagnostic and Treatment Center Extension Clinic","459 East 149th Street",,"Bronx","New York","10455","7094","Bronx",+0040.815529,-0073.915253
"10043","Bronx Medical and Wellness Center","Diagnostic and Treatment Center Extension Clinic","1227 Edward L. Grant Highway",,"Bronx","New York","10452","7094","Bronx",+0040.836543,-0073.922493
"10044","Myrtle Avenue Family Health Center","Diagnostic and Treatment Center Extension Clinic","117-11 Myrtle Avenue",,"Richmond Hill","New York","11418","7096","Queens",+0040.700230,-0073.832008
"10045","State Route 104 East Physical Therapy","Hospital Extension Clinic","300 State Route 104 East",,"Oswego","New York","13126","37","Oswego",+0043.461646,-0076.476236
"10046","Fresenius Kidney Care - Hornell","Diagnostic and Treatment Center Extension Clinic","1 Bethesda Drive",,"North Hornell","New York","14843","50","Steuben",+0042.347604,-0077.664180
"10047","Crown Point Health Center","Primary Care Hospital - Critical Access Hospital Extension Clinic","2679 Main Street",,"Crown Point","New York","12928","15","Essex",+0043.949874,-0073.420649
"10048","Care for the Homeless, Inc.","Diagnostic and Treatment Center Extension Clinic","175-10 88th Avenue",,"Jamaica","New York","11432","7096","Queens",+0040.710953,-0073.786575
"10049","Fresenius Kidney Care - Lindenhurst","Diagnostic and Treatment Center Extension Clinic","185 South Tenth Street",,"Lindenhurst","New York","11757","51","Suffolk",+0040.682709,-0073.381792
"1005","Glens Falls Hospital","Hospital","100 Park Street",,"Glens Falls","New York","12801","56","Warren",+0043.307350,-0073.645996
"10050","Gastroenterology of Westchester, LLC","Diagnostic and Treatment Center","1086 North Broadway",,"Yonkers","New York","10701","59","Westchester",+0040.972195,-0073.882440
"10051","Cornerstone Family Healthcare Mobile Van","Mobile Diagnostic and Treatment Center Extension Clinic","147-201 Lake Street",,"Newburgh","New York","12550","35","Orange",+0041.496352,-0074.028646
"10052","Hertel Avenue Dialysis","Diagnostic and Treatment Center Extension Clinic","699 Hertel Avenue",,"Buffalo","New York","14215","14","Erie",+0042.947668,-0078.882471
"10053","East Islip Dialysis","Diagnostic and Treatment Center","200 Carleton Avenue",,"East Islip","New York","11730","51","Suffolk",+0040.740743,-0073.193226
"10054","X 162 Campus","School Based Diagnostic and Treatment Center Extension Clinic","600 Saint Ann's Avenue",,"Bronx","New York","10455","7094","Bronx",+0040.815419,-0073.912203
"10055","South Shore Educational Complex","School Based Hospital Extension Clinic","6565 Flatlands Ave",,"Brooklyn","New York","11236","7095","Kings",+0040.632708,-0073.917858
"10056","Highland Cardiology at Red Creek","Hospital Extension Clinic","600 Red Creek Drive",,"Rochester","New York","14623","27","Monroe",+0043.065695,-0077.629670
"10057","Juan Morel Campos Campus","School Based Hospital Extension Clinic","215 Heyward Street",,"Brooklyn","New York","11206","7095","Kings",+0040.702898,-0073.954386
"10058","Harlem Children's Zone Promise Academy 1","School Based Diagnostic and Treatment Center Extension Clinic","245 W. 129th Street, 1st floor",,"New York","New York","10027","7093","New York",+0040.812549,-0073.948166
"10059","Elmhurst Voyages High School","School Based Diagnostic and Treatment Center Extension Clinic","45-10 94th Street",,"Queens","New York","11377","7096","Queens",+0040.743252,-0073.871391
"10060","Medical Specialties at Wilton","Hospital Extension Clinic","665 Saratoga Road",,"Wilton","New York","12831","45","Saratoga",+0043.126148,-0073.769488
"10061","Cadman Family Health Center","Diagnostic and Treatment Center Extension Clinic","300 Cadman Plaza West",,"Brooklyn","New York","11201","7095","Kings",+0040.695219,-0073.991256
"10062","Seaway Dialysis","Diagnostic and Treatment Center Extension Clinic","999 East Ridge Road, Suite 11",,"Rochester","New York","14621","27","Monroe",+0043.196109,-0077.590151
"10063","Lourdes Orthopedics - Southside","Hospital Extension Clinic","65 Pennsylvania Avenue",,"Binghamton","New York","13903","3","Broome",+0042.085966,-0075.916465
"10064","Help One","Diagnostic and Treatment Center Extension Clinic","515 Blake Avenue",,"Brooklyn","New York","11207","7095","Kings",+0040.667889,-0073.900139
"10065","The Floating Hospital","Diagnostic and Treatment Center Extension Clinic","10-29 41st Avenue",,"Long Island City","New York","11101","7096","Queens",+0040.756084,-0073.946329
"10066","Buffalo Downtown Dialysis","Diagnostic and Treatment Center Extension Clinic","520 Ellicott Street",,"Buffalo","New York","14203","14","Erie",+0042.892633,-0078.870128
"10067","Fonda Primary/Specialty Care Center","Hospital Extension Clinic","46-50 Main Street",,"Fonda","New York","12068","28","Montgomery",+0042.955029,-0074.368238
"10068","Sidney R. Baer, Jr. Health Center","Diagnostic and Treatment Center Extension Clinic","347 West 37th Street",,"New York","New York","10018","7093","New York",+0040.755128,-0073.993941
"10069","Goodwill Integrated Health and Wellness Center (GIHWC)","Diagnostic and Treatment Center Extension Clinic","4-21 27th Street",,"Astoria","New York","11102","7096","Queens",+0040.774860,-0073.932487
"10070","PS18","School Based Hospital Extension Clinic","502 Morris Avenue",,"Bronx","New York","10451","7094","Bronx",+0040.816223,-0073.922745
"10071","MS145","School Based Hospital Extension Clinic","1000 Teller Avenue",,"Bronx","New York","10456","7094","Bronx",+0040.825910,-0073.915581
"10072","South Lewis Middle/High School","School Based Primary Care Hospital - Critical Access Extension Clinic","4264 E. Road",,"Turin","New York","13473","24","Lewis",+0043.636304,-0075.395925
"10073","Anne M. Dorner Middle School","School Based Diagnostic and Treatment Center Extension Clinic","100 Van Cortlandt Ave.",,"Ossining","New York","10562","59","Westchester",+0041.175293,-0073.860456
"10074","Dialysis Center of Oneida","Diagnostic and Treatment Center","2142 Glenwood Shopping Plaza",,"Oneida","New York","13421","26","Madison",+0043.075838,-0075.643120
"10075","Mid-Bronx Endoscopy Center","Diagnostic and Treatment Center","51 West Burnside Avenue",,"Bronx","New York","10453","7094","Bronx",+0040.854075,-0073.909496
"10076","Mount Sinai Brooklyn Ambulatory Infusion Center","Hospital Extension Clinic","3131 Kings Highway",,"Brooklyn","New York","11234","7095","Kings",+0040.617576,-0073.943583
"10077","BEST Health Center-LIFQHC","Diagnostic and Treatment Center Extension Clinic","2150 Hempstead Turnpike",,"Elmont","New York","11003","29","Nassau",+0040.712484,-0073.723106
"10078","HSS ASC of Manhattan","Diagnostic and Treatment Center","1233 Second Avenue",,"New York","New York","10065","7093","New York",+0040.764156,-0073.961861
"10079","GuildCare Manhattan","Diagnostic and Treatment Center Extension Clinic","80 West End Avenue",,"New York","New York","10023","7093","New York",+0040.774257,-0073.988050
"1008","Warren Center for Rehabilitation and Nursing","Residential Health Care Facility - SNF","42 Gurney Lane",,"Queensbury","New York","12804","56","Warren",+0043.359421,-0073.706009
"10080","GuildCare Buffalo","Diagnostic and Treatment Center Extension Clinic","1170 Main Street",,"Buffalo","New York","14209","14","Erie",+0042.905473,-0078.867984
"10081","GuildCare Albany","Diagnostic and Treatment Center Extension Clinic","30 Century Hill Drive",,"Latham","New York","12110","1","Albany",+0042.771530,-0073.759177
"10082","GuildCare Niagara Falls","Diagnostic and Treatment Center Extension Clinic","4520 Military Road",,"Niagara Falls","New York","14305","31","Niagara",+0043.128074,-0079.005564
"10083","ColumbiaDoctors/NewYork-Presbyterian Imaging","Diagnostic and Treatment Center","51 West 51st Street",,"New York","New York","10019","7093","New York",+0040.760920,-0073.980400
"10084","St. Charles Hospital Rehabilitation","Hospital Extension Clinic","500 Commack Road",,"Commack","New York","11725","51","Suffolk",+0040.824174,-0073.292579
"10085","Sea Crest Dialysis Center","Diagnostic and Treatment Center","3035 West 24th Street",,"Brooklyn","New York","11224","7095","Kings",+0040.572156,-0073.990344
"10086","CHN Mobile Van IV","Mobile Diagnostic and Treatment Center Extension Clinic","999 Blake Avenue",,"Brooklyn","New York","11208","7095","Kings",+0040.669994,-0073.881325
"10087","Brooklyn Community Dialysis","Diagnostic and Treatment Center Extension Clinic","730 64th Street",,"Brooklyn","New York","11220","7095","Kings",+0040.634033,-0074.013376
"10088","Greenwich Village Ambulatory Surgery Center, LLC","Diagnostic and Treatment Center","200 West 13th Street",,"New York","New York","10011","7093","New York",+0040.737834,-0074.000312
"10089","Bushwick Communicare Center","Diagnostic and Treatment Center Extension Clinic","355 Central Avenue",,"Brooklyn","New York","11222","7095","Kings",+0040.694283,-0073.918319
"1009","Glens Falls Center for Rehabilitation and Nursing","Residential Health Care Facility - SNF","152 Sherman Avenue",,"Glens Falls","New York","12801","56","Warren",+0043.308926,-0073.664108
"10090","Williamsburg Community Health Center","Diagnostic and Treatment Center Extension Clinic","279 Graham Avenue",,"Brooklyn","New York","11206","7095","Kings",+0040.712093,-0073.944328
"10091","Greenpoint Community Health Center","Diagnostic and Treatment Center Extension Clinic","875 Manhattan Avenue",,"Brooklyn","New York","11222","7095","Kings",+0040.729611,-0073.954325
"10093","HSS Westchester","Hospital Extension Clinic","1133 Westchester Avenue",,"White Plains","New York","10604","59","Westchester",+0041.010807,-0073.727702
"10094","Park West Educational Campus","School Based Diagnostic and Treatment Center Extension Clinic","525 West 50th St",,"New York","New York","10019","7093","New York",+0040.765225,-0073.992892
"10095","Wards Island Family Health Center","Diagnostic and Treatment Center Extension Clinic","13 Hell Gate Circle",,"New York","New York","10035","7093","New York",+0040.789506,-0073.933804
"10096","CHC Surgical Center, LLC","Diagnostic and Treatment Center","79 Bridge Street",,"Brooklyn","New York","11201","7095","Kings",+0040.701969,-0073.984632
"10097","Sunnyview Therapy Services at 1450 Western Avenue","Hospital Extension Clinic","1450 Western Avenue, Suite 101",,"Albany","New York","12203","1","Albany",+0042.680745,-0073.836817
"10098","LaClinica del Barrio","Diagnostic and Treatment Center Extension Clinic","413 East 120th Street",,"New York","New York","10035","7093","New York",+0040.798484,-0073.933131
"10099","Lourdes Primary Care at Vestal","Hospital Extension Clinic","105 Ridgehaven Drive",,"Vestal","New York","13850","3","Broome",+0042.092782,-0076.021221
"1010","The Pines at Glens Falls Center for Nursing & Rehabilitation","Residential Health Care Facility - SNF","170 Warren Street",,"Glens Falls","New York","12801","56","Warren",+0043.310757,-0073.633919
"10100","Bedford Health Clinic","Diagnostic and Treatment Center Extension Clinic","485 Throop Avenue",,"Brooklyn","New York","11221","7095","Kings",+0040.685631,-0073.941377
"10101","Henrietta Medical Center","Hospital Extension Clinic","50 Middle Road",,"Rochester","New York","14467","27","Monroe",+0043.066818,-0077.633508
"10102","East Hills Surgery Center","Diagnostic and Treatment Center","2200 Northern Boulevard",,"East Hills","New York","11548","29","Nassau",+0040.807560,-0073.633685
"10103","Niagara OB/GYN","Hospital Extension Clinic","564 Niagara Street",,"Buffalo","New York","14201","14","Erie",+0042.899047,-0078.890168
"10104","Eastern Niagara Family Medicine","Hospital Extension Clinic","475 South Transit Road",,"Lockport","New York","14094","31","Niagara",+0043.155093,-0078.699397
"10105","Health Center at Tremont","Diagnostic and Treatment Center Extension Clinic","1826 Arthur Avenue",,"Bronx","New York","10457","7094","Bronx",+0040.843814,-0073.894638
"10106","Health Center at Gunhill","Diagnostic and Treatment Center Extension Clinic","1012 East Gunhill Road",,"Bronx","New York","10469","7094","Bronx",+0040.874581,-0073.857873
"10107","Lourdes Orthopedics","Hospital Extension Clinic","240 Riverside Drive",,"Johnson City","New York","13790","3","Broome",+0042.099710,-0075.957619
"10108","Delhi Rehabilitation and Nursing Center","Residential Health Care Facility - SNF","41861 State Route 10",,"Delhi","New York","13753","12","Delaware",+0042.257166,-0074.948713
"10109","Dunkirk Dialysis","Diagnostic and Treatment Center Extension Clinic","3958 Vineyard Drive",,"Dunkirk","New York","14048","6","Chautauqua",+0042.458785,-0079.316889
"10110","New Hyde Park Endoscopy","Diagnostic and Treatment Center","1991 Marcus Avenue",,"Lake Success","New York","11042","29","Nassau",+0040.757247,-0073.692371
"10111","Medalliance Medical Health Services-Washington Heights","Diagnostic and Treatment Center Extension Clinic","5041 Broadway",,"New York","New York","10034","7093","New York",,
"10112","UR Medicine Urgent Care - Greece","Hospital Extension Clinic","2047 West Ridge Road",,"Rochester","New York","14626","27","Monroe",+0043.207580,-0077.682432
"10113","Hudson Valley Regional Community Health Centers - Dutchess","Diagnostic and Treatment Center Extension Clinic","301 Manchester Road, Suite 104",,"Poughkeepsie","New York","12603","13","Dutchess",+0041.685022,-0073.868618
"10114","Bronx Health Center","Diagnostic and Treatment Center","253 East 142nd Street",,"Bronx","New York","10451","7094","Bronx",+0040.814730,-0073.924967
"10115","Crossways Park Dialysis","Diagnostic and Treatment Center Extension Clinic","113 Crossways Park Drive, Suite 100",,"Woodbury","New York","11797","29","Nassau",+0040.809142,-0073.485790
"10116","Sidney Specialty Clinic","Hospital Extension Clinic","43 Pearl Street West",,"Sidney","New York","13838","12","Delaware",+0042.304687,-0075.394971
"10117","Specialty Eye Surgery and Laser Center of the Capital Region","Diagnostic and Treatment Center","207 Troy-Schenectady Road",,"Latham","New York","12110","1","Albany",+0042.739939,-0073.736204
"10118","NYU Langone Perlmutter Cancer Center - Huntington","Hospital Extension Clinic","789 Park Avenue, 2nd Floor",,"Huntington","New York","11743","51","Suffolk",+0040.858297,-0073.393264
"10119","Dundee Dental Health Center","Diagnostic and Treatment Center Extension Clinic","6 Stoll Street",,"Dundee","New York","14837","61","Yates",+0042.524889,-0076.977810
"10120","South Nassau Center for Maternal Fetal Medicine","Hospital Extension Clinic","8 Oceanside Road",,"Oceanside","New York","11572","29","Nassau",+0040.654132,-0073.633437
"10121","X 113","School Based Hospital Extension Clinic","3710 Barnes Ave",,"Bronx","New York","10467","7094","Bronx",+0040.880854,-0073.860834
"10122","HRHCare Mobile Van 1","Mobile Diagnostic and Treatment Center Extension Clinic","1037 Main Street",,"Peekskill","New York","10566","59","Westchester",+0041.291746,-0073.918680
"10123","Glengariff Dialysis Center, LLC","Diagnostic and Treatment Center","141 Dosoris Lane",,"Glen Cove","New York","11542","29","Nassau",+0040.880997,-0073.630263
"10124","Niagara Street Pediatrics","Hospital Extension Clinic","1050 Niagara Street",,"Buffalo","New York","14213","14","Erie",+0042.912072,-0078.899919
"10125","MVHS Rome Medical Office","Hospital Extension Clinic","1617 North James St.",,"Rome","New York","13440","32","Oneida",+0043.230519,-0075.443241
"10126","Century Medical and Dental Center, Inc.","Diagnostic and Treatment Center Extension Clinic","200 Livingston Street",,"Brooklyn","New York","11201","7095","Kings",+0040.689703,-0073.986132
"10127","CHN Mobile Van V","Mobile Diagnostic and Treatment Center Extension Clinic","97-04 Sutphin Boulevard",,"Jamaica","New York","11435","7096","Queens",+0040.697155,-0073.805750
"10128","SJRH-Outpatient Physical Therapy","Hospital Extension Clinic","1088 North Broadway",,"Yonkers","New York","10701","59","Westchester",+0040.972547,-0073.883093
"10129","CMLTC Westchester Extension","Diagnostic and Treatment Center Extension Clinic","115 Broadway",,"Dobbs Ferry","New York","10522","59","Westchester",+0041.007657,-0073.879259
"1013","Elderwood at North Creek","Residential Health Care Facility - SNF","112 Ski Bowl Road",,"North Creek","New York","12853","56","Warren",+0043.694401,-0073.989281
"10130","Wyckoff Doctors at Myrtle","Hospital Extension Clinic","1419 Myrtle Avenue",,"Brooklyn","New York","11206","7095","Kings",+0040.698730,-0073.919785
"10133","Care for the Homeless Clinic at Part of the Solution","Diagnostic and Treatment Center Extension Clinic","2759 Webster Avenue",,"Bronx","New York","10458","3","Broome",,
"10134","Port Jefferson Ambulatory Surgery Center","Diagnostic and Treatment Center","1500 Route 112",,"Port Jefferson Station","New York","11776","51","Suffolk",+0040.913174,-0073.030971
"10135","Westchester Home Training","Diagnostic and Treatment Center Extension Clinic","955 Yonkers Avenue",,"Yonkers","New York","10704","59","Westchester",+0040.917316,-0073.859388
"10136","Betances Health Center","Diagnostic and Treatment Center Extension Clinic","1427 Broadway",,"Brooklyn","New York","11221","7095","Kings",+0040.688325,-0073.919851
"10137","Weill Cornell Imaging at New York Presbyterian","Diagnostic and Treatment Center Extension Clinic","1283 York Avenue, 7th Floor",,"New York","New York","10065","7093","New York",+0040.764794,-0073.955346
"10138","Cornerstone Urgent Care Center","Diagnostic and Treatment Center","2968 Chili Avenue",,"Chili","New York","14624","27","Monroe",+0043.115259,-0077.729796
"10139","New York-Presbyterian David H. Koch Center","Hospital Extension Clinic","1283 York Avenue",,"New York","New York","10065","7093","New York",+0040.764794,-0073.955346
"1014","Warren County Health Services","Diagnostic and Treatment Center","1340 State Route 9",,"Lake George","New York","12845","56","Warren",+0043.359562,-0073.701469
"10140","WCINYP at 53 Beekman","Diagnostic and Treatment Center Extension Clinic","53 Beekman Street",,"New York","New York","10038","7093","New York",+0040.709961,-0074.005252
"10141","Mechanicville Outpatient Center","Hospital Extension Clinic","202 South Central Avenue",,"Mechanicville","New York","12118","45","Saratoga",+0042.895054,-0073.689035
"10142","UVM Health Network - CVPH Diagnostic Center Champlain","Hospital Extension Clinic","828 State Route 11",,"Champlain","New York","12919","9","Clinton",+0044.978494,-0073.440378
"10144","Cornerstone Family Healthcare - Plattekill","Diagnostic and Treatment Center Extension Clinic","24 Old Fire House Road",,"Wallkill","New York","12589","55","Ulster",+0041.618226,-0074.080081
"10145","Oceanside Family Health Center","Diagnostic and Treatment Center Extension Clinic","3227 Long Beach Road, Suite 2",,"Oceanside","New York","11572","29","Nassau",+0040.632632,-0073.640671
"10146","Ozone Park Dialysis","Diagnostic and Treatment Center Extension Clinic","100-02 Rockaway Boulevard",,"Ozone Park","New York","11417","7096","Queens",+0040.679795,-0073.838834
"10147","Stony Brook Southampton Hospital East Hampton Radiology and Lab","Hospital Extension Clinic","200 Pantigo Place",,"East Hampton","New York","11937","51","Suffolk",+0040.968404,-0072.169997
"10148","Lourdes Mammo on the Move Mobile Van","Mobile Hospital Extension Clinic","169 Riverside Drive",,"Binghamton","New York","13905","3","Broome",+0042.092597,-0075.935671
"10149","Fannie Lou Hamer","School Based Diagnostic and Treatment Center Extension Clinic","1001 Jennings Street",,"Bronx","New York","10060","7095","Kings",,
"10150","Ralph Avenue Health Center","Diagnostic and Treatment Center Extension Clinic","599 Ralph Avenue",,"Brooklyn","New York","11233","7095","Kings",+0040.668624,-0073.922517
"10151","Pediatric Specialties Clinic of AMCH","Hospital Extension Clinic","22 New Scotland Avenue",,"Albany","New York","12208","1","Albany",+0042.653125,-0073.773889
"10152","DCI-Glens Falls","Diagnostic and Treatment Center Extension Clinic","3 Broad Street Plaza",,"Glens Falls","New York","12801","56","Warren",+0043.306021,-0073.655671
"10153","MVHS Oneida Medical Office","Hospital Extension Clinic","131 Main Street",,"Oneida","New York","13421","26","Madison",+0043.094943,-0075.651522
"10154","Bushwick Educational Campus","School Based Diagnostic and Treatment Center Extension Clinic","400 Irving Avenue",,"Brooklyn","New York","11237","7095","Kings",+0040.697090,-0073.911382
"10155","X 174","School Based Hospital Extension Clinic","456 White Plains Rd",,"Bronx","New York","10473","7094","Bronx",+0040.814825,-0073.856491
"10156","Henry Street School","School Based Diagnostic and Treatment Center Extension Clinic","220 Henry Street",,"Manhattan","New York","10002","7093","New York",+0040.713604,-0073.986310
"10157","U.S. Renal Care Amherst Dialysis","Diagnostic and Treatment Center Extension Clinic","2880 Sheridan Drive",,"Tonawanda","New York","14150","14","Erie",+0042.981480,-0078.827171
"10159","The Center for Primary and Behavioral Healthcare","Hospital Extension Clinic","250 Fulton Street",,"Hempstead","New York","11550","29","Nassau",+0040.707360,-0073.626137
"10160","Jericho Road Community Health Center","Diagnostic and Treatment Center Extension Clinic","1021 Broadway Street",,"Buffalo","New York","14212","14","Erie",+0042.893136,-0078.836630
"10161","850 Grand St Campus High School","School Based Diagnostic and Treatment Center Extension Clinic","850 Grand Street",,"Brooklyn","New York","11211","7095","Kings",+0040.711045,-0073.938995
"10162","I S 49","School Based Diagnostic and Treatment Center Extension Clinic","223 Graham Avenue",,"Brooklyn","New York","11206","7095","Kings",+0040.709815,-0073.943911
"10163","Norman Thomas High School","School Based Diagnostic and Treatment Center Extension Clinic","111 East 33rd Street",,"New York","New York","10016","7093","New York",+0040.746480,-0073.981063
"10164","Intermediate School 145","School Based Diagnostic and Treatment Center Extension Clinic","33-34 80th Street",,"Jackson Heights","New York","11372","7096","Queens",+0040.754391,-0073.887520
"10165","Long Island City High School","School Based Diagnostic and Treatment Center Extension Clinic","14-30 Broadway",,"Queens","New York","11106","7096","Queens",+0040.765576,-0073.932487
"10166","Springfield Gardens Educational Campus","School Based Diagnostic and Treatment Center Extension Clinic","143-10 Springfield Boulevard",,"Springfield Gardens","New York","11413","7096","Queens",+0040.668883,-0073.756819
"10167","PS 86","School Based Diagnostic and Treatment Center Extension Clinic","87-41 Parson Boulevard",,"Jamaica","New York","11432","7096","Queens",+0040.707926,-0073.802773
"10168","Doctors United, Inc.","Diagnostic and Treatment Center Extension Clinic","741 East 233rd Street",,"Bronx","New York","10466","7094","Bronx",+0040.893177,-0073.855682
